@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"@cris_juanes @guadalupita_js ciao cuori! Sono bie","3","2","0","49","6","0","0"
"incredibile quanto sia importante Twitter per situazioni come #chile","2","2","1","68","9","1","0"
"@vicenteinfante è necessario che le persone collaborino in qualcosa che voglio essere lì ad aiutare Nose a classificare le cose come se non stesse lavorando lì?","3","6","2","163","25","0","0"
"è stata colpa di haarp xddd che queste risate mi facessero ridere","2","4","1","66","11","0","0"
"rt @pedrofuentes: informazioni su quali risultati ti offrono un uso migliore delle nostre competenze digitali segui @digitalesxchile #terremotochile","5","3","2","148","18","1","0"
"@josemolinach ed è che li hanno presi tutti ...? hahaha","1","3","2","56","8","0","0"
"per favore! .. se qualcuno viaggia per favore fammi sapere! Ho bisogno di inviare alcune cose per la famiglia! // rt plis","5","7","3","121","20","0","0"
"e la puttana fa male oh uu (ma io odio ancora xd)","1","2","2","49","12","0","0"
"rt @dfinanciero: il rame reagisce al terremoto con forte rialzo - il metallo rosso era in noi $","5","3","2","95","16","0","0"
"@dooooori per venire a cantarlo. minimo: p (via @warbazul) jkajkajkajk minimum po weón !!! Li voglio qui ora!","4","1","1","110","18","0","0"
"Voglio mangiare una torta surgelata ... o una foresta nera ... chi sarà solidale con me? :(","2","2","2","92","14","0","0"
"se non il tremore","1","0","0","17","4","0","0"
"@montanertwiter buongiorno! Oggi è una vacanza in Uruguay in quanto assume il nuovo presidente mújica.","5","2","0","104","15","0","0"
"Haitiano e l&#39;armamento sismico degli Stati Uniti","3","1","0","52","9","0","0"
"@svbrand q bello sapere che stai bene! Sai qualcosa del resto della banda geek in Cile?","4","4","1","87","16","0","0"
"rt @anahi così tanto che ho chiesto a dio per t","1","2","0","48","11","0","0"
"@juanleonel @sebajorquera @olystanne quella foto penso che non lo dimenticherò jamá","3","2","1","85","11","0","0"
"@tvn_mauricio Mauricio vorrebbe sapere se i volontari sono necessari per aiutare la concezione !!!","4","3","0","98","13","0","0"
"rt @ccoronelg: Odio stare in coda in banca &lt;------ Lo presterò al mio amico che ha un pacco (baby) per fare velocemente i documenti!","7","6","3","136","24","0","0"
"Ci saranno tagli d&#39;acqua a Santiago durante la settimana?","3","1","1","61","11","0","0"
"rt @heyitsbaarbie: scopami cosa intendi così tanto jonas è il film jona","3","3","2","73","11","0","0"
"@verocanales le figlie di mio marito viaggiano oggi (presumibilmente) ad Antofagasta dopo aver trascorso l&#39;estate con noi.","3","3","1","126","19","0","0"
"rt @ 1vzlano: #terremotochile rt @cortespauli: offro di trovare persone a santiago de #chil","5","3","2","91","13","2","0"
"@bncplax ciao ivan spero tu sia super buono con la tua famiglia. stammi bene","3","3","1","76","14","0","0"
"@applelex se va bene e tu?","0","2","1","26","6","0","0"
"@arturogonzalezj Sto arrivando. in deviazione a villalegr","2","2","0","57","7","0","0"
"@kotaright jajajajaj un giorno ti darò di provare le torte che faccio ... non durano nulla a casa mia o altrove","4","5","3","112","20","0","0"
"#ayudafuerzarmadachile @cnnchile in attesa che le autorità inviino aiuto attraverso i militari?","4","1","0","96","12","1","0"
"capre: hai assaporato questa prelibatezza? http://twitpic.com/15ji2m","2","2","0","68","9","0","0"
"#fuerzachile grazie a dio per essere nato ... vieni presto","2","3","0","58","9","1","0"
"rt @ anyuu94: @tipicojonasfans ti arrabbi quando qualcuno dice &quot;per me non hanno mai adempiuto la loro promessa di essere vergini fino al matrimonio ...","3","6","4","157","24","0","0"
"@ carloszarate13 m Vedrò film spaventoso rec2buenisima","4","0","0","55","6","0","0"
"I @potq sono già morti, anche se è crudele, ma dobbiamo controllare ciò che segue e la sicurezza dei sopravvissuti","3","4","2","117","19","0","0"
"xd questo è il quarto terremoto che la casa della mia scuola resiste * al fenomeno dei dati *","5","3","1","94","16","0","0"
"Un centro di allerta tsunami del pacifico virus delle sardine che si trova in hawai. alla radio 13 ...","6","2","2","102","18","0","0"
"rt @noticiasvenezue: #freemediave il nostro blog ha annunciato il terremoto cileno (e haiti): nel novembre 2009 (segue) http://tl.gd/ckd25","4","5","0","138","21","1","0"
"il concerto di Alejandro San non è stato sospeso","3","1","0","49","8","0","0"
"si prega di mostrare solidarietà e fornire tutte le informazioni possibili attraverso i social network #terremotochile","4","3","1","119","16","1","0"
"un cileno in cnn dice che alcuni leggeri tremori precedettero il terremoto che iniziò molto forte!","3","3","2","99","16","0","0"
"È una forte preoccupazione che i tremori abbiano sofferto negli stessi anni di disaccordo, cioè 25 anni?","6","2","1","106","16","0","0"
"@ivanvalenzuela: lo sapevo già dal 2007 !!!! http://bit.ly/ak1h9t","0","2","1","66","10","0","0"
"sostenere la gente di @chile ... un altro terremoto di più","2","1","0","59","10","0","0"
"4 giorni fa ero n conce e 2 settimane in giro per il sud atroce! vedi i posti nk ero nl suolo a guardare le persone dstruidas","9","5","0","125","27","0","0"
"@my sister ha detto al martin che sono mongolito che non ho capito e ha riso?","1","4","1","77","16","0","0"
"alcalá semplifica le licenze di apertura per promuovere l&#39;impiego http://bit.ly/9mp8n0","5","1","0","91","15","0","0"
"per il cazzo non lo spoglio e ho bisogno di tv twitter","4","2","1","54","12","0","0"
"@ricky_martin un ubriaco fa sesso con una prostituta alla fine lei glielo dice! ho la risposta non preoccuparti amore mio! non è niente","6","5","2","136","22","0","0"
"@eljojo instituto santa maría ?? Sembra buono all&#39;esterno. aranjuez? Non so cosa sia","2","6","1","89","15","0","0"
"arjona è una borsa di gonadi ... Oggi vedrò qualcosa da vod.","3","2","1","62","10","0","0"
"non siamo nulla ... per aiutare è stato dich","1","3","1","45","7","0","0"
"Qualcuno sa bancomat in conchali ??","2","1","1","35","5","0","0"
"Quanto è stato #terremotoenchile?","0","2","1","34","3","1","0"
"@dennise_ quale settore? ... nel piano ho acqua ....","3","2","0","52","7","0","0"
"ci sono località nella sesta regione a cui non c&#39;è ancora nessun tipo di aiuto e sono piuttosto colpite ...","4","3","2","113","20","0","0"
"@eduardoe grazie ..","1","0","0","19","2","0","0"
"@nikkisorairo ... Adoro quanto sono teneri e maldestri fanno le ragazze ma ... ayu è il primo che mi fa amare così tanto","3","6","2","122","20","0","0"
"rt @ wakeupandi: chi ho sempre ammirato? : Don Francisco e le ragazze superpotenti: d","5","1","1","85","13","0","0"
"Scarica il video per me? Ho solo il dio deo e lui è impegnato con il Cile.","3","3","2","75","16","0","0"
"Spettacoli di solidarietà per i nostri fratelli cileni dopo la recente disgrazia. Che Dio ti protegga.","5","1","1","103","16","0","0"
"Odio la ragazza che xqe è prima del Cile in t ¬¬","4","2","1","51","10","0","0"
"rt @sophievalcras: @snscafe è vero che il genere del pdi sta sparando Ho appena parlato con un amico che è lì","4","4","2","112","19","0","0"
"Pucha se potessi dividere lo schermo a metà per vedere il festival e così siamo seri bkn","4","4","0","90","17","0","0"
"rt @infosismos: graf. sequenza di terremoti dopo il terremoto in Cile fino al 2 marzo 201","6","1","1","89","16","0","0"
"@motonetas hahahahaha un guadagno pescatore strapazzato rio","2","1","0","59","7","0","0"
"c&#39;è dio noo","3","0","0","16","4","0","0"
"già caro #mtuit ... buona notte ... un piacere ...","2","1","0","51","7","1","0"
"Non posso crederci! è appena piovuto: s ...","0","2","0","44","6","0","0"
"mostra il fuoco in conc","2","1","0","23","5","0","0"
"@ Pvergaram rispetto a ciò che il mio caro?","3","0","2","44","8","0","0"
"cosa devi leggere! @rtivinadiva rt: un paese non è cosstruye che uccide uno stadio pieno di gente @freduchox: pinochet ha costruito il Cile.","5","6","3","141","22","0","0"
"qualcuno dalla Florida a Santiago che può commentare? (#moteconhuesillo live at http://ustre.am/cug7)","5","2","1","102","15","0","0"
"il settore occidentale lascia pochissima acqua","2","1","0","46","6","0","0"
"dopo il terremoto in #chil","2","1","0","26","5","1","0"
"Lunedì 22 alle 9 di sera vogliono spegnere le luci: // a sanz e tutta la sua banda di nacos","7","1","0","92","19","0","0"
"rt @tommytrueno: i professionisti tornano in America Latina","3","1","2","59","8","0","0"
"rt @kekportillo: Ringrazio dio x ke sto bene e prego x cile .. iclaro si ... preghiamo per il Cile! un bes","3","4","3","106","20","0","0"
"chiedimi cosa vuoi &gt;&gt;&gt; http://www.formspring.me/thebigvers","1","1","1","67","11","0","0"
"@fcomnavarra grazie mille per tutto il supporto che hanno dato gli amici di unav","4","1","1","80","14","0","0"
"rt @notiven: rt: @juanjosemolina: buongiorno a tutti! &quot;i deputati dell&#39;unità si impegneranno a legiferare dalla a alla fine ...","6","3","4","137","21","0","0"
"ascoltando i tre: b lei è la mia piccola ragazza u266b","2","2","1","55","10","0","0"
"Farò delle lettere che formano justin bieber e le incollerò sul muro ..grosa (?","4","2","1","81","13","0","0"
"rt @juanjosemolina &quot;la libertà politica è un prerequisito per lo sviluppo economico e i cambiamenti nella società&quot;","5","1","1","127","18","0","0"
"mia sorella lavora allo Sheraton .. e ha incontrato aiÉricoooo !!! Ahh! xd","3","2","1","75","12","0","0"
"rt @schneeflockke: aiuto nel quartiere alla rosa","2","1","1","48","7","0","0"
"zona di stato: |","2","0","0","16","3","0","0"
"ma quell&#39;ignorante! rt @nelsonbocaranda: secondo i terremoti giornalieri, i terremoti sono prodotti da una nuova arma dell&#39;impero! confermato ...","3","3","1","153","22","0","0"
"rt @actiondatsun: rt @la_chichi: Sto andando a curare domani e tornerò il sabad","4","3","1","80","13","0","0"
"Non mi sento nella mente perché ci sono persone così rattrite che non è abbastanza per rubare supermercati e negozi di armi","5","5","2","126","21","0","0"
"@tvn_mauricio ti riposi prendendo il cappello da tutti i giornalisti televisivi","3","2","1","79","11","0","0"
"il 1 ° marzo si avvia la registrazione","3","1","1","39","7","0","0"
"Ritorna l&#39;aiuto che si può fare a #chile da twitter :) facendo una stringa di informazioni.","3","5","1","96","17","1","0"
"Ho problemi con Twitter dal mattino","3","1","0","35","6","0","0"
"svegliato dal terremoto e non riesco a tenere d&#39;occhio #terremotochile","2","4","0","74","12","1","0"
"anche joer enternandome del Cile in cnn!","2","0","1","40","7","0","0"
"l&#39;occasione fa sì che il saccheggiatore .... che la ffaa esca per prendersi cura e proteggere le cose della gente !!!!!","6","3","0","124","21","0","0"
"Sono annoiato :(","1","1","0","16","2","0","0"
"@ juanur0 piace a tutti? non possiamo contattare gli esperti: s le linee collassate u2639 http://myloc.me/4inmg","4","2","1","111","18","0","0"
"rt @melinalopez: ho 2 ipotesi .. o il tremore ha colpito gli Stati Uniti .. o stanno consumando faso ..: |","6","3","1","106","17","0","0"
"pianificando attività di super mega anime in cartag","3","2","0","52","8","0","0"
"rt @ victoria1039fm: firma a sostegno della vittoria fm presso la sede della stazione e al cnp aragu","7","3","1","100","17","0","0"
"Ho appena dormito e ho ancora un nodo nel mio stomaco","3","2","0","53","11","0","0"
"@ jowell1 il mio pazzo ho un discorso in sospeso con te shi shi! TQ","5","3","1","67","14","0","0"
"@ladymustaine Sono felice di leggere che ... forza e incoraggiamento!","3","2","0","69","9","0","0"
"@diegogle ha un link? d: non mi hanno detto più: /","3","2","1","51","10","0","0"
"speriamo che ciò che dicono nelle notizie sia reale o semplicemente per calmare e nascondere","2","5","2","93","15","0","0"
"quest&#39;anno costruiremo in Perù e Cile: andrés arango sarmient","3","2","0","67","12","0","0"
"patrmari1 @ reportwiteros che lan informazioni sui voli per Isola di Pasqua e da Guayaquil per rispondere ai telefoni","8","3","0","117","18","0","0"
"@drcisterna ha sempre insegnato a preparare uno zaino di emergenza con questo lo farò","2","4","2","86","14","0","0"
"Il denaro speso per le TIC è perso senza uno sforzo per aiutare gli insegnanti con la loro integrazione nel curriculum http://bit.ly/cfdl3w","6","3","0","140","24","0","0"
"ricardo arjona disposto a cantare per le vittime del Cile http://is.gd/9xhdh","4","2","0","76","14","0","0"
"Anche il calcio d&#39;apertura di Petrobras è sospeso.","3","1","0","55","9","0","0"
"@biankacampbell è Katucker nel forum? Sentivo che stava bene che lei comunicasse con uno dei vondys di lasciarci soli","5","4","1","118","18","0","0"
"rt @ victoria1039fm: esprimi la tua opinione dalla vittoria di chiusura. entra a conatel: www.conatel.gob.ve. suggerimenti.","8","2","1","123","18","0","0"
"rt @thaelmanfelez: alle 14:00 i tassisti di Aragua fanno una carovana nel rifiuto della chiusura tecnica della vittoria fm.concentracion in periferia ...","9","3","0","153","23","0","0"
"@maca_goles non era un reclamo era una dichiarazione ...: d così sanno e acquistano biglietti perché stanno salendo a quel livello.","5","5","0","133","20","0","0"
"@laciudadelpoeta e come hai saputo del terremoto?","1","1","0","49","7","0","0"
"rt @pepeaguilar: buongiorno twitterlandia continuiamo a chiedere per i nostri fratelli cileni","2","3","1","93","12","0","0"
"rt @asaliah_vz: che tutti i nostri amici cileni e i cinguettanti cileni stanno bene e che non è altro che un grande spavento. : #terremotochile","5","3","2","144","23","1","0"
"@paolaberlin grazie .... notizie chicureo ???","3","1","0","45","4","0","0"
"rt @ochovio: rt @jorgebarahona: alle 12:00 vado all&#39;aeroporto scl da viñ","2","2","2","77","14","0","0"
"che buffo saluto xdgran","1","1","0","23","4","0","0"
"con questo chiudiamo ?? #mtuit","1","2","1","30","4","1","0"
"mi dà i brividi per ascoltare le registrazioni di #terremotochile","3","2","1","66","10","1","0"
"rt @movistarchile: puoi chiamare gratuitamente tutti i telefoni pubblici @movistarchile del pai","1","1","1","95","12","0","0"
"rt @nperezr: il pubblico del quinto è v","1","1","1","40","7","0","0"
"@camiescobar L&#39;ho già letto","0","2","1","32","6","0","0"
"l&#39;ultimo album di pucha that jamie cullu è buono","2","2","0","53","10","0","0"
"@gcorvalan non è per meno ... dobbiamo aiutare il paese #fuerzachile http://potq.cl/terremoto/","2","4","0","95","13","1","0"
"@alonsinhosepu confermato da chi?","0","1","1","33","4","0","0"
"Anahi ha l&#39;autorità morale di valutare le canzoni ??? Immagino che non sarò responsabile per la messa a punto di hahaha","7","3","1","125","22","0","0"
"Ho appena parlato con @henriqueznicol","1","1","0","37","5","0","0"
"tutti a riunirsi giovedì 4 per difendere la vittoria 103.9 della chiusura tecnica","4","2","1","82","14","0","0"
"Cerco di non pensare a cosa succederebbe se un terremoto come questo ci colpisse ... grazie a Dio i cileni sono meglio preparati","5","4","3","128","22","0","0"
"@ tvn24h in talca un lumpen sta saccheggiando la casa","4","1","0","53","9","0","0"
"all&#39;ora che arriva la luce! &gt;. &lt;","2","2","0","42","9","0","0"
"nota mentale: non posso eccedere con le bevande oggi ... domani devi essere degno pal casorio! (2 piscola già)","5","2","0","111","18","0","0"
"per bugiardi (as) che dicono di non conoscere i motel ... c&#39;è un link ... più che ovvio hahaha http://bit.ly/ayevra","5","3","1","121","22","0","0"
"@ incon3xo cosa sai di puerto saavedra ?? c&#39;è mia sorella!","3","3","1","63","10","0","0"
"@caro_chile Penso che sia meglio che aspetti che i percorsi siano migliori, non rischiare se puoi aspettare meglio per prenderti cura di te molto carito","3","6","1","152","25","0","0"
"il 93 ho dovuto classificare le donazioni e io","1","1","1","46","9","0","0"
"il papa è una pietra filosofale !!!!","2","1","0","37","5","0","0"
"@copano Non so cosa fare con la mia famiglia in quilicur","2","3","1","56","11","0","0"
"l&#39;osso è il 3 °! ahhh e il mio eletto xx","3","2","0","46","11","0","0"
"@marcelo_osorio_ pa non più piedi","2","0","0","34","5","0","0"
"@verocanales dall&#39;altra parte del fiume. dovrebbe essere più o meno quantico la cosa nell&#39;arrayan","4","2","0","106","18","0","0"
"Ho visto uno spot Disney in cui tutti gli artisti Disney hanno detto cose per Haiti","6","2","1","83","16","0","0"
"rt @love_colours: rt @darthjam: oe smettere di occupare la larghezza di banda nel @snscafe pueeeeee ci sono persone che vogliamo aiutare","5","5","4","136","21","0","0"
"@crazyclau animo con le repliche ke per me mi toccheranno al 22 ° piano !! anoxe mi ha toccato dove il mio vecchio ma il lunedì: (","5","3","3","132","24","0","0"
"@itsmaary Non pensavo di metterlo sjaksjkasjka xd Non sono così rispetto le opinioni: 3","2","2","0","88","14","0","0"
"#vinaenvivo perché usano la riproduzione ??? !!!!!! http://bit.ly/dsdja4","1","2","0","73","9","1","0"
"@ carito861 la carola ha parlato ieri con il narry e io avevo detto che stavano bene ... è successo qualcosa ???","3","4","2","113","18","0","0"
"@soledadonetto Spero vi piaccia il concerto di Arjona che condivido con voi: d","4","3","2","78","13","0","0"
"rt @macarenaam: le società di telefonia mobile dovrebbero rilasciare le chiamate di #terremotochile @entel_pcs @movistarchile @clarochile aiutano qualcosa!","6","3","2","156","18","1","0"
"Incoraggio tutti i cileni in Messico, siamo con voi per quello che state soffrendo","3","2","3","82","14","0","0"
"Non sopporto gli argentini loquaci che dicono cose cattive di corpo libero","3","2","1","74","12","0","0"
"@cartonpiedra allegria ... dove è successo?","2","1","0","44","4","0","0"
"per difendere @ victoria1039fm partecipa alla carovana con conel caracas giovedì 4 marzo. punto dconcentración toll la victoria6am","7","3","0","132","18","0","0"
"i darkmasters presto un&#39;altra data http://bit.ly/9lnidr","1","0","0","59","11","0","0"
"Sento che presto esploderà","0","2","0","27","4","0","0"
"Ho sentito quella nota vocale due volte o #cdlr le scarpe ?? xo loool","4","3","0","69","13","1","0"
"rt @karlii_jb: da venzuela che supporta #chile #hawai e tutti quelli interessati = d","4","3","4","84","13","2","0"
"in comunicazione con un amico in Cile. la paura è respirata nella chiamata","5","1","0","75","12","0","0"
"@anibalgr parliamo di vecchio","2","1","0","29","4","0","0"
"rt @ afpa1: rt @gonzomau rt @danajosa: quadrante bridge alt","1","1","2","59","9","0","0"
"@modlikan si è trasferito con il terremoto dei moni, ecco perché","3","1","1","66","10","0","0"
"@nelissh non aiuta molto in tutti i casi","2","1","0","40","8","0","0"
"guardando le immagini del programma 133 in mega","3","1","0","47","8","0","0"
"in onda","1","0","0","7","2","0","0"
"che le persone segnalano per favore. come stai?","2","2","0","47","8","0","0"
"Dove devi portare vestiti e cibo?","2","1","0","33","6","0","0"
"@fran_zepeda se sono connesso ma ho avuto problemi di connessione","2","3","0","65","10","0","0"
"forza chile dio ti benedica molte benedizioni per il popolo delle regioni ...","5","1","1","77","12","0","0"
"grazie a tutte le ragazze che hanno mostrato il loro sostegno al Cile (:","4","1","1","72","13","0","0"
"oggi sono stato invitato a Krare e ho detto di no perché volevo vedere l&#39;arjon","2","3","0","83","17","0","0"
"@soldeabril grazie amico trasandinaa! : d","3","0","0","41","5","0","0"
"http://twitpic.com/161idv - le nonne ascoltano mentre #cfk chiede la punizione per i responsabili della dittatura","4","5","0","113","17","1","0"
"a tutti i possibili paesi","1","0","0","25","5","0","0"
"il giudice del caso di juana decide della sua estradizione in spagna ... Spero che gliela diano per dargli molti .... limonazos qui.","6","5","1","132","21","0","0"
"@ivanvalenzuela rt @seba_silva: non è per niente ma come avrebbero dovuto fare un concorso per twitterers..siamo più fedeli # vina2010","2","5","2","136","19","1","0"
"@pantroman a mio modesto parere non sono bello come te ... guapito :-) ;-) hehe","4","1","1","79","12","0","0"
"rt @humonegro: mi hanno appena chiamato da quilicur","0","2","3","51","8","0","0"
"sperando di poterci contattare con la nostra famiglia del sud","2","3","0","61","10","0","0"
"@danielcolodro in rosso l&#39;ultima ora","1","0","0","40","7","0","0"
"rt @ dyanfield: sony ha consigliato di smettere di usare la vecchia ps3 mentre riparava un errore http://bit.ly/amkczt -&gt;","5","4","0","124","21","0","0"
"rt @yosoycheka: cile ... siamo con voi !!! Metti tutto nelle mani di Dio!","4","2","2","73","12","0","0"
"@jocker_lfc Sapevo che la sua casa aveva subito gravi danni perché viveva vicino alla spiaggia. ora in curico","4","1","0","110","18","0","0"
"siamo in onda con ignacio franzan","2","1","0","33","6","0","0"
"@panzy_scream un amico vive lì e mi ha detto quanto sta accadendo male","1","3","2","71","13","0","0"
"la tragedia ci appiattirà come una massa di cemento al rallentatore, ogni minuto che passa aggiunge più dolore e desolazione.","7","3","2","127","20","0","0"
"@missclaudial poco tempo fa l&#39;acqua è stata tagliata. bie di famiglia","3","1","1","74","12","0","0"
"siamo ancora fratelli cileni ...! un abbraccio di solidarietà per ciò che rimane di notte","4","2","2","91","14","0","0"
"Pensieri positivi - Professor Santiago Pazhín http://bit.ly/9rdeoq","4","1","0","67","10","0","0"
"@tatistheory washiperri quanto sei bravo! Pensavo che stavi ancora viaggiando ...","1","4","1","81","10","0","0"
"offre il ragazzo basso calderón aiuta il Cile ... e noi che ci aiuta? angangue","2","4","3","79","15","0","0"
"rt @jupy_: rt se volevi tornare indietro di 100 anni fa e sistemare tutto: (","2","3","3","76","14","0","0"
"è la replica più forte","1","1","0","24","4","0","0"
"rt @reporteropop: il 98 percento del quinto dovrebbe dire &quot;quale cresta è twitter?&quot; # viña2010 # fv10 #arjonachanta","4","4","1","127","18","3","0"
"rt @thelittleidiot: una vergogna in Cile. Non riesco a scrivere molto in spagnolo","2","3","1","81","13","0","0"
"@ siggy100x35 q è certo che mangi 5 combinazioni di mcdonald ogni volta q vaz att mesias @pedro_rossello","5","5","0","105","16","0","0"
"Si prega di informare i luoghi di raccolta in vigna o valp","3","3","1","58","12","0","0"
"perché arriva cn le stesse canzoni","1","1","0","35","6","0","0"
"@kanchola Ho chiamato ma ha il cellulare spento. Ci riproverò più tardi. chi cerca di localizzare","1","6","2","99","16","0","0"
"a proposito ... perché il presidente del Cile chiede di non inviare aiuti? Capisco che nessun paese può affrontare da solo un simile disastro","7","3","0","143","23","0","0"
"rt @ nicolaslopez: rt @ nicolenatalino: nofx terrà uno spettacolo in più oggi in argentina","5","1","1","92","13","0","0"
"l&#39;omaggio di liniers per tutto il popolo del Cile. grazie maestro! http://bit.ly/a8shrr","5","1","0","91","17","0","0"
"rt @neapax: @ tele13online non dimenticare la regione di o higgins per favore. nei media saltano dal re al maul","5","4","1","111","19","0","0"
"@tvn_mauricio rt @ramonesadal: @eazcarraga. ... !!! facciamo il telethon d&#39;america per il messico-haiti-Cile. uniti significa andiamo ... !!!","5","6","1","145","18","0","0"
"http://twitpic.com/15k6hc - Vi presento il nuovo tennista aaaaaaaaaaaaaaaaaaaaaaaa xd","1","2","1","85","11","0","0"
"@rodrigosandoval, per favore, ci vediamo domani all&#39;ufficio Omaha nella casa dello sport.","7","1","1","93","14","0","0"
"ora se pedalare per 20 km fino a punta lara andata e ritorno.","3","2","0","61","13","0","0"
"con un grande abbraccio e un bacio tutto il terremoto passa tranquillo","3","1","0","70","12","0","0"
"@jbellolio &quot;sospendere le transazioni&quot; è impossibile al dettaglio 1a necessità","4","2","0","90","11","0","0"
"in meno di due ore si prevede che lo tsunami sia arrivato alle Hawaii","3","3","2","69","14","0","0"
"tvn l&#39;unico che informa di ciò che accade nel concepcio","1","2","4","60","12","0","0"
"rt @indiferencia: rt @mikhel: #terremotochile per vedere se l&#39;hashtag ci fornisce alcune informazioni dagli amici in chil","3","5","3","125","19","1","0"
"per dio quel tragico che sono quelli dei telefe ... mettilo in onda .. dì a te stesso uno scherzo almeno in mezzo! Vuoi tagliare le vene per il Cile","8","3","4","149","28","0","0"
"rt: @danielviotto ha colpito la nostra macchina fotografica. Chiqui sta bene. è molto teso dobbiamo andare #terremotochile","2","5","2","123","16","1","0"
"@javieragalvez se succede qualcosa spero di non amarti molto javi (: ahy q hai un amico calmo.","2","5","1","94","16","0","0"
"ollanta humala e leader del partito nazionalista esprimono il loro dolore per le morti ei danni causati da un terremoto nella città del Cile.","8","4","1","142","24","0","0"
"Shakira non andrà domani alla conferenza stampa a Ginevra","3","2","0","58","9","0","0"
"azioni immobiliari condivide la pace crollare nel mercato azionario http://economia.terra.cl/noticias/noticia.aspx?idnoticia=201003011322_inv_78789499","4","2","0","150","18","0","0"
"rt @flor_jb: Mi rassicuro che le persone sono calme","2","3","2","51","9","0","0"
"@pelotasdecarey cosa è successo?","0","1","1","33","3","0","0"
"sentimenti contrastanti: dolore e angoscia per le persone che hanno perso tutto e rabbia e vergogna per il saccheggio. andiamo Cile!","8","3","2","132","21","0","0"
"stanno dando informazioni di un terremoto di 2 che arriverà in meno di 72 ore ... per favore non fare scherzi con quello, ma causare più caos ...","6","4","2","147","26","0","0"
"e perché vuoi andare a santiago = p rt @ecaceres: voglio andare a Santiago el finde !!","4","3","1","87","15","0","0"
"in Magallanes siamo molto preoccupati per il parral e il concepció","3","2","0","67","11","0","0"
"Mi sono appena reso conto che ero solo a casa ¬ ¬ l&#39;ignoranza rende la felicità dire il saggio. meno male che non sono più solo :(","6","5","1","138","26","0","0"
"@nadaqueaportar dove sei e come è l&#39;intensità dell&#39;acqua?","1","2","0","67","11","0","0"
"qualcosa di molto serio che dice hype ... abbiamo bisogno di aiuto per recuperare la nostra dignità","4","3","2","100","16","0","0"
"@tvn_mauricio ci sono notizie di shriek hanno mostrato solo conce e talca","5","2","1","73","12","0","0"
"grazie a tutti i nostri amici e clienti per le chiamate. stiamo tutti bene! Grazie per la preoccupazione. forza chile!","7","1","1","118","20","0","0"
"@psicogestalt Sono andato 6 mesi fa. Cosa hanno detto le guide quando sono arrivate a #chile? qui ci sono piccoli tremori quasi ogni giorno.","6","4","2","140","24","1","0"
"@fraknet esegue metà macchina e con problemi in alcune case solo ...","5","1","0","69","11","0","0"
"come lavare i vestiti non sarà il primo bisogno! anche le persone careraja!","3","2","0","76","13","0","0"
"guardando su twiter ho trovato una foto su fb di un personaggio achaino che fa la sua attività http://www.to/wli9e mira @alvaromata","5","5","1","132","24","0","0"
"@dynation baby very cute &quot;we are the world&quot; quello che mi piace di più è quando canti","4","5","3","97","18","0","0"
"sanno cosa cercano per il youtube i giudici cileni vedranno cosa pensano i peruviani (#moteconhuesillo dal vivo su http://ustre.am/cug7)","5","5","2","136","22","0","0"
"Credo che avranno bisogno del 2% costituzionale da ricostruire","1","3","0","62","9","0","0"
"rt @julietasb: qual è stata una delle cose che mi ha svegliato oggi? un msj che dice del terremoto nel Cile ... non è niente di bello iniziare il ...","5","5","6","151","26","0","0"
"@pelurestart ufficializza la gente ama? +8","1","3","0","42","6","0","0"
"rt @anahi: tutti i biglietti e tutto il concerto in metropolitana saranno per il Cile. Ti aspetto lì il 25 marzo. chile I am (cont) http: // tl ...","8","2","2","148","27","0","0"
"Finalmente comunico con la mia famiglia di conce","2","0","0","48","8","0","0"
"[news] u2018supervivianu2019 salvato condor dalle macerie dopo il terremoto cileno: il personaggio immaginario ispirato ... http://bit.ly/ds2c9l","5","2","0","144","18","0","0"
"#terremotochile qualcuno può dirmi dove devo chiamare per aiutare a fare i bagagli in aeroporto?","2","4","1","97","15","1","0"
"@mariiaferciias hey se non mi connetto a twitwer non nel mezzo di niente jeje ke bad con il terremoto","5","3","2","101","19","0","0"
"@yajairas ayyyyyyy siiiiiiiiiii pipipipipipi non sie in agosto per l&#39;Argentina o l&#39;Italia Io vado non posso con stoo","6","4","2","124","22","0","0"
"xq la concentrazione va quando ne ho più bisogno?","2","2","1","50","9","0","0"
"# # Quieroquedycdiganlaverdadantesdel2012 quieroquedycdiganlaverdadantesdel2012 le vondys mai smettere di essere illusi ajajajaajaja","1","5","0","132","10","2","0"
"linee telefoniche gratuite per chiamare il Cile ... senza costi !!!! #terremotochile #digitel #movistar #movilnet #cantv","4","7","0","120","14","5","0"
"mio dio ... mi alzo per studiare e vedo questo ... terremoto in Cile e tsunami in Giappone ... oo","4","4","3","97","17","0","0"
"rt @selenagomezmxi: che Dio sia nel cuore e nella casa di ciascuno dei fratelli cileni","4","1","2","86","15","0","0"
"Spero che non sarà più previsto","0","2","0","33","6","0","0"
"Non so perché l&#39;ho twittato. è che non posso sopportare di vedere così tante cattive notizie su Twitter ._. e so che nessuno lo leggerà xd","3","6","2","146","27","0","0"
